t,GDP,CONS,INV,INFL,UNEMP,PROD_C,Gini_income,Gini_wealth,Debt_GDP
46,100.10228976103532,60.047775629877634,19.965486797676395,0.0067612964918257,0.0625073243362984,,,,
47,100.11444613381558,60.04550263219803,19.96652173084217,0.0062784618788028,0.0615132935267791,,,,
48,100.10119058170118,60.05183298832232,19.96702032275883,0.0087321141753862,0.062899620560856,,,,
49,100.0714922860322,60.05665252773487,19.965281109535645,0.0083686222669477,0.0628673926046731,,,,
50,100.0496690738631,60.05361721221944,19.96420483437466,0.0084258499246524,0.0624060222103984,,,,
51,100.0475844783802,60.063864288984725,19.96507120438701,0.0087745775157686,0.0642885902089096,,,,
52,100.08484782474778,60.07226269040368,19.963386078909885,0.0092149612727932,0.0655148216960418,,,,
53,100.10413804612789,60.071415064009166,19.963501054708065,0.0082366637565606,0.0644501526424114,,,,
54,100.08078556313158,60.07906820105299,19.962671418013667,0.0072216140958917,0.0647185771460528,,,,
55,100.08292291415638,60.07494523353811,19.96327292107129,0.0065232072890814,0.0654149217261041,,,,
56,100.0823823500686,60.076251261916525,19.96266434702345,0.0057885277849842,0.0655979832644714,,,,
57,100.05093312704776,60.08457026132924,19.96193660266977,0.0078073200714221,0.0666135873902996,,,,
58,100.0490726295824,60.08094779514468,19.9627657585511,0.0081920219476296,0.0671427846886472,,,,
59,100.06587305040208,60.08167332155592,19.96459440928074,0.0073429489092229,0.0664001939882359,,,,
60,100.0782715227892,60.07698676423104,19.96466372456956,0.0088045119371532,0.0662796018014998,,,,
61,100.06887378689204,60.08377171912386,19.96284937376494,0.0083848848765859,0.0680799108183535,,,,
62,100.05346199561188,60.08532058918848,19.96273782815364,0.0098683978852381,0.0648957394231748,,,,
63,100.04262700078957,60.083368127730026,19.963334749013068,0.0103216547319388,0.0654181269389255,,,,
64,100.07102186979428,60.087405573997465,19.961289065470552,0.0087733608985526,0.0640160732156399,,,,
65,100.0605019231182,60.08478111384781,19.962963741623653,0.0080544146153979,0.065914190121517,,,,
66,100.08348977259716,60.08496843813846,19.962131345257266,0.0092619414729009,0.0638932099810328,,,,
67,100.09307630585408,60.086606097938365,19.964203409619483,0.0095281770299316,0.063616045415193,,,,
68,100.1141993448836,60.08432226629478,19.96510164244068,0.0095656325071834,0.0633676885495422,,,,
69,100.0845167782076,60.08429720022339,19.96348711907209,0.0099999762835907,0.0677903534103985,,,,
70,100.07999143548736,60.08980341388408,19.96509809622748,0.008748002037905,0.0688676408374839,,,,
71,100.0736825169016,60.087160447469934,19.966408531114297,0.0081046039551383,0.0675061766114768,,,,
72,100.08885375361108,60.09491069459127,19.966514801136643,0.0086908271163841,0.0643316927035972,,,,
73,100.08682158813106,60.09759647870802,19.96516817928901,0.0092484627970976,0.0645742924410212,,,,
74,100.09254422011284,60.104718150589775,19.967189463215497,0.0079406315298419,0.0629409197038974,,,,
75,100.103321119674,60.10290853992602,19.97036846198991,0.0089670843137835,0.0609848972236676,,,,
76,100.08818509291102,60.09530285291357,19.97096183578421,0.0082721406795565,0.0593282541653449,,,,
77,100.06285595430076,60.100649621021546,19.96976844112474,0.0072835890269999,0.0552586624729402,,,,
78,100.07095614994658,60.10203455286751,19.97093665004332,0.0086462614600027,0.0553966366759243,,,,
79,100.06406430097482,60.09239549476108,19.97110864951919,0.0089123311387567,0.0556337013394245,,,,
80,100.02509266367164,60.09981965478131,19.97210107760788,0.0084333161959763,0.0547872345506033,,,,
81,99.98667806435968,60.101761610978265,19.97155225402179,0.0072185699356198,0.0584617631322105,,,,
82,100.01757142908896,60.10611223269844,19.971518531538617,0.0059051088715296,0.0581310565860111,,,,
83,100.02697035794948,60.10546116102412,19.97146218906527,0.0060327542973711,0.0555531283036751,,,,
84,100.04338779873264,60.11151435164939,19.970774878300958,0.0052780724901495,0.0595170247070906,,,,
85,100.0662228145432,60.09756876878901,19.970611712733856,0.0042053069117257,0.0573959076275954,,,,
86,100.05241649284903,60.09782667558826,19.970400980102948,0.0028684474614549,0.0549363886264884,,,,
87,100.0111912640303,60.09728360493656,19.970829781815265,0.0037009008728038,0.0566239823468505,,,,
88,100.01316106468224,60.09485652811616,19.974249159681857,0.0027372888276214,0.0536272649945413,,,,
89,100.00392642668808,60.09602574466405,19.97640646346994,0.0022369312157561,0.0501178813006033,,,,
90,100.0185913580798,60.09331101276029,19.97469804550369,0.0013018145256465,0.0501291986999471,,,,
91,99.98323191248606,60.102171579414495,19.974427036046603,0.0013328560007492,0.0519713984977421,,,,
92,99.96822114867535,60.102523660013226,19.974285269415628,0.0017965166234202,0.0565962445311666,,,,
93,99.94619296533688,60.10208871307558,19.97766122033932,0.00087516277527,0.0595370803213421,,,,
94,99.94773727217571,60.10826851586817,19.97855574773684,0.0011834215622549,0.0574545195738057,,,,
95,99.94475504836312,60.11237845015669,19.97793825084854,8.492099992438965e-05,0.0552025645170107,,,,
96,99.97300741049035,60.121969876639874,19.976788450528517,6.187931227144695e-05,0.0574090413229987,,,,
97,99.97885056503766,60.12236671690029,19.97777467837705,-0.0010475152838774,0.0557521532069072,,,,
98,99.99414791776408,60.123576914172055,19.9785135062992,-0.0009455653703122,0.0528918361449745,,,,
99,100.00262437442224,60.13138560463037,19.97933917212442,-0.0002028617993807,0.0507515244681971,,,,
100,99.99763744806928,60.128656684354524,19.978531947429225,-0.0008197810662504,0.0516840786940763,,,,
101,100.00870781169482,60.13374426362874,19.9814143516631,-0.0006358105255956,0.0523641983741807,,,,
102,100.01234319118689,60.12404900913025,19.979723107862227,-0.0001587467397624,0.0512280944529586,,,,
103,100.0113606891431,60.11549594142268,19.98018578360804,-0.0004520349683022,0.0513487749856849,,,,
104,100.01523867920152,60.1057363859108,19.981949955387563,-0.0017120590269591,0.0504968739527493,,,,
105,100.0060219110242,60.11195213324541,19.982125836687946,-0.0007308133680928,0.0506566795539878,,,,
106,100.0055891390161,60.107119562603614,19.98137670031593,-0.0006836813468943,0.0509231523848502,,,,
107,99.99278451910574,60.11559911096335,19.981863474244328,-0.0017831486100894,0.0536490513820299,,,,
108,99.95914703018062,60.11799095793073,19.980998447754825,-0.0001887013812889,0.0550578453100047,,,,
109,99.93590805843016,60.12405578136207,19.977777724042557,0.0006515448753566,0.0546982382323766,,,,
110,99.91778088344311,60.12997837827179,19.979023220459773,0.0008422328154165,0.055005532990346,,,,
111,99.9259276530336,60.12787450242028,19.979925686734244,-0.0010240368954638,0.0479738936854714,,,,
112,99.93527351149824,60.13023271455277,19.97886341366654,-0.0020910333754129,0.0503794307821059,,,,
113,99.92504776877873,60.12661000607232,19.97731778865804,-0.0012706682809113,0.0457069311413832,,,,
114,99.92128224344208,60.12231255857101,19.97708805254672,-0.0005893353275086,0.0445052594738494,,,,
115,99.91576756689022,60.11107358424629,19.976212068569875,-0.0016397828476968,0.0447445554094146,,,,
116,99.91105343050748,60.108422108740776,19.97646158779758,-0.0025237012004966,0.042249403067708,,,,
117,99.85926203961594,60.10795946534861,19.97644802432624,-0.0025619337118686,0.0408571126431222,,,,
118,99.87994358269928,60.10340932888717,19.979284314688368,-0.0028347150445579,0.0389838534845897,,,,
119,99.87179422793056,60.10287561615379,19.979866470958143,-0.0009471740866994,0.0390328707864967,,,,
120,99.88569185225428,60.10829827955328,19.980541630655043,0.0009649773347521,0.0381370473838604,,,,
121,99.8728952118924,60.10088146413728,19.98007972372707,-0.0011634351937712,0.0391568638031698,,,,
122,99.8586227129332,60.104665864878015,19.980624014326644,-0.0023686237639625,0.0431270414122804,,,,
123,99.84294900893748,60.09947088845778,19.97993955991941,-0.0018859359649391,0.0407280246626313,,,,
124,99.85869889505378,60.100206652655416,19.97962194393967,-0.0029295270089559,0.0406973343880707,,,,
125,99.8530011258631,60.08791825917616,19.98009070188828,-0.0038552091450377,0.0398204801573889,,,,
126,99.83502650059852,60.085672533658,19.97931927905013,-0.0042207607894102,0.0386622625492799,,,,
127,99.82097338209282,60.091569073247015,19.979983122888772,-0.0036759080630504,0.0410270211461028,,,,
128,99.809512341757,60.093965480497054,19.97905979013372,-0.0045254457512843,0.0433653188954017,,,,
129,99.79158570125789,60.10860860273002,19.982798942164475,-0.0066792225688088,0.0449099654437695,,,,
130,99.774033298979,60.111817530810846,19.983048309051952,-0.009183734298841,0.0448419281374789,,,,
131,99.79977252125542,60.11315170969417,19.986028190673107,-0.0098369031710402,0.0483825482718752,,,,
132,99.79910697257613,60.10515333539673,19.98688486350637,-0.0080378253081013,0.0484954029958565,,,,
133,99.80349247431354,60.10577648690466,19.98338269192237,-0.0059263675374167,0.0520596985554246,,,,
134,99.83340456738097,60.10836773161798,19.98354563619907,-0.00618235786001,0.0549688739188343,,,,
135,99.84991236092468,60.101410505179935,19.982806020123643,-0.00576475627702,0.0535976003678824,,,,
136,99.86400040777716,60.11355528162753,19.986014502995783,-0.0050034030165443,0.0515562211095111,,,,
137,99.88372712514465,60.10623445494548,19.98524298787095,-0.0056310614238266,0.0508554376909972,,,,
138,99.8903933271681,60.11278442114623,19.98576096100703,-0.0072098707408232,0.0518715341431313,,,,
139,99.9066974817204,60.11790930121836,19.98470040649233,-0.0072965640935307,0.0507465565556098,,,,
140,99.92436993879946,60.10672283670329,19.983957830719824,-0.0058627550341799,0.049557382427564,,,,
141,99.95170209187624,60.1116873457441,19.98093189804922,-0.0066730772860172,0.0531833915615736,,,,
142,99.91738148564608,60.10802242932863,19.981099644104702,-0.006343600581445,0.0562146356614417,,,,
143,99.89769924185552,60.10878672932432,19.98232165482221,-0.0065965991141143,0.0541144912472087,,,,
144,99.88834913947213,60.10143589676704,19.98229132030989,-0.0054470508564089,0.0527951514790825,,,,
145,99.9016529318774,60.08921409730263,19.9792869351421,-0.0041502201305206,0.0521589141545591,,,,
146,99.9100313831004,60.08017770438077,19.977735611298822,-0.0029409413364987,0.0517790878883743,,,,
147,99.92256379972363,60.08024080134194,19.979589576309788,-0.0034836636810757,0.0468708423917482,,,,
148,99.90301352275404,60.08346245713102,19.979986233698277,-0.0037325759312582,0.0489733651219774,,,,
149,99.89054637185836,60.07632687258572,19.981361203629767,-0.004409122835402,0.0491676169497534,,,,
150,99.86105935187156,60.06722506081096,19.98027645058577,-0.0021541889857751,0.0498433072395754,,,,
151,99.85519959289356,60.06467274434481,19.980634373846343,-0.0020039572594728,0.0510189567440179,,,,
152,99.89590330734715,60.06266401596291,19.98487786076536,-0.0039203812125153,0.0512051899486607,,,,
153,99.88122453660756,60.06581106551497,19.98272495992699,-0.0047151189893167,0.0510092212367088,,,,
154,99.85366757305424,60.084718709361695,19.98459309038696,-0.0038397832123689,0.0515440905595209,,,,
155,99.86382816601832,60.08383718605539,19.984995122157887,-0.0040395588729056,0.0491694790740444,,,,
156,99.8600545974917,60.09261180917073,19.985522997201397,-0.0023552646461792,0.0509671214384238,,,,
157,99.90588049675016,60.09401515516919,19.985807318681665,-0.0027390069401313,0.0531872740020393,,,,
158,99.89749747421706,60.09800092487775,19.98307911390074,-0.0031682468783523,0.0558364822655292,,,,
159,99.90819326994612,60.10624241823188,19.98226904107721,-0.0033496540190086,0.0521887492014856,,,,
160,99.9082132369125,60.11129717881413,19.98191980190403,-0.0032107434173866,0.0500324509961126,,,,
161,99.89126357511334,60.11139628622028,19.983182273551694,-0.0035363895034526,0.051215996458364,,,,
162,99.9146718358256,60.10855247896927,19.98133694941089,-0.0057532838945188,0.0514627739878827,,,,
163,99.90008320854224,60.10910010084637,19.98026431651532,-0.0059435031871988,0.051978613923338,,,,
164,99.89282189255944,60.11528433805217,19.97900144850325,-0.0065207244362477,0.0508999191962627,,,,
165,99.90148146626294,60.10868317576367,19.980842992963343,-0.0082483083866512,0.0502951335320506,,,,
166,99.90840691715168,60.09961109145228,19.98142847029232,-0.0073368818694073,0.0505115798579436,,,,
167,99.90703647465462,60.0990713796937,19.98139535008498,-0.0063096384314528,0.0497313939687421,,,,
168,99.89718467925896,60.104300353901166,19.982343356177765,-0.0051917696769523,0.0472073729665589,,,,
169,99.9195038034081,60.10326096883355,19.98086197289178,-0.0043719857302996,0.0476375295596356,,,,
170,99.89784445994486,60.10184648289099,19.98188358086788,-0.0061006845438886,0.0484902720747592,,,,
171,99.89366332199364,60.10494176678275,19.97832326854774,-0.0044414287617271,0.0470225430900456,,,,
172,99.88198338811836,60.10349913875051,19.97920098398381,-0.004539363336468,0.0498958092280254,,,,
173,99.87727926238637,60.11338452594551,19.978876201419585,-0.0044875699463384,0.0464624376457239,,,,
174,99.86119530483998,60.11515676967753,19.9765528669753,-0.0027530971770604,0.0466597221345868,,,,
175,99.85406565787332,60.11461891728651,19.979228524640508,-0.0019436457112074,0.0426264890534793,,,,
176,99.84570532995804,60.12014117125566,19.977868076831804,-0.0015666505123183,0.0378671657545266,,,,
177,99.8339499278076,60.12080414897069,19.979028589959142,-0.0020338341472615,0.0395311574752347,,,,
178,99.80421756215944,60.11968043373024,19.97932320847142,-0.003585781456705,0.0419188015864414,,,,
179,99.8100411945702,60.11302223698995,19.98020758260985,-0.0043872075839763,0.0404051814373972,,,,
180,99.78266301568392,60.11084773602054,19.976692479464354,-0.0041276929404175,0.0439074719871304,,,,
181,99.77375609875664,60.09698870713759,19.975925007196032,-0.0041562415175055,0.0439915845072121,,,,
182,99.77243384318685,60.10613600130731,19.975623334087345,-0.0045116219544493,0.0444692557325807,,,,
183,99.78130424252906,60.10485024348458,19.97523307022445,-0.005118189554378,0.0457050819429248,,,,
184,99.75026683368972,60.10555160237815,19.976651405218853,-0.0051237464170815,0.0419913191127964,,,,
185,99.7469777797418,60.10992063931315,19.97701456371225,-0.0061568761466707,0.0463522774310775,,,,
186,99.76554376566249,60.11083719457378,19.981446058494424,-0.0063879601030572,0.0430960347974759,,,,
187,99.76220817888624,60.11124286450946,19.978930933843326,-0.0056326205929154,0.0448511407481711,,,,
188,99.7338084576679,60.107326516845966,19.976971591930283,-0.0068819333465129,0.045507395141748,,,,
189,99.73560759615468,60.10599569498553,19.97746395988005,-0.0072018626416433,0.0439742744097299,,,,
190,99.72763096083536,60.104494792236345,19.97749254741153,-0.0066187933860418,0.042286762816714,,,,
191,99.72177206645804,60.101026972843805,19.97649083778428,-0.0057627038474844,0.0406559922073577,,,,
192,99.71866626083032,60.09488105013055,19.977614599615315,-0.004604005506547,0.0407919845498949,,,,
193,99.75728938434968,60.08220817672176,19.97650507220944,-0.0039026748993742,0.0374700398965696,,,,
194,99.75392437097572,60.08263671920277,19.9761068473064,-0.003909183376003,0.0389815190698135,,,,
195,99.7755341038483,60.07415592155864,19.97399321311095,-0.0034261225861246,0.0364326767183088,,,,
196,99.81366086666304,60.07353586990758,19.974361529624684,-0.0035684134205666,0.0355148885862407,,,,
197,99.79903903771648,60.08367642644148,19.97494422673373,-0.0055502523868193,0.0340640229812578,,,,
198,99.80962884202036,60.08619811221014,19.97690698205071,-0.0052259932571193,0.0333847503773105,,,,
199,99.80613806789464,60.08794960756094,19.977776380670207,-0.005813747515636,0.0325660296876519,,,,
200,99.8175082285179,60.088813934714295,19.97760864854777,-0.0049163001195221,0.0309208111433797,,,,
201,99.82957834087074,60.096165444333934,19.97759710716068,-0.004957333083077,0.0286519087799423,,,,
202,99.82225374742204,60.09219001846159,19.979195051265496,-0.0051681475757435,0.0279393112897339,,,,
203,99.84383243251004,60.091726959295855,19.980076932378772,-0.0054758147325219,0.0285731212251659,,,,
204,99.84031908810525,60.0994551386474,19.980447528828737,-0.0068247963093076,0.0274560641776751,,,,
205,99.81508946176426,60.102696942346014,19.9817044564138,-0.0064993580855334,0.0263083553430965,,,,
206,99.79235487533728,60.10241899255629,19.980638838292755,-0.0055044094250153,0.0253968113739516,,,,
207,99.80147479068226,60.09953544102408,19.98238727588753,-0.0064651873069911,0.0245600807221032,,,,
208,99.81305401327064,60.10960919067183,19.9800991714474,-0.0076719180188824,0.0253777640495376,,,,
209,99.84458531905236,60.11465910300468,19.981244335347935,-0.0086621490292432,0.0257747718634525,,,,
210,99.85479045384582,60.11593802422308,19.981730847270928,-0.0078216566651356,0.020775773336614,,,,
211,99.8141053570477,60.1087863511203,19.98186897066004,-0.0081328319092135,0.0180048109263462,,,,
212,99.84644515626331,60.107538171889125,19.982182939305577,-0.0071174889462066,0.0221747203241425,,,,
213,99.84525952768396,60.10865245596473,19.980192246597777,-0.0070940642214646,0.0195425368126349,,,,
214,99.8362045471463,60.11323294948389,19.98076404977484,-0.0060757707906902,0.019947375830731,,,,
215,99.85947705574527,60.1073279945176,19.982708682922787,-0.0065870146226412,0.0190926706871248,,,,
216,99.85322530877674,60.118338626054346,19.981501222315696,-0.0060399063866762,0.0198340798638318,,,,
217,99.85516485906312,60.11358574034689,19.979669035714515,-0.0071316870675809,0.0219091262522353,,,,
218,99.83936336264696,60.10629653623651,19.98119382458821,-0.0064473283512432,0.0217243772519337,,,,
219,99.82872521767176,60.08982022162472,19.979934894930206,-0.0065639473491176,0.0194468917578771,,,,
220,99.80710196921116,60.10210614318762,19.977188925689266,-0.00621700130753,0.0177154592752059,,,,
221,99.81055456934418,60.0946845811094,19.97906811628172,-0.0065129519807702,0.021000028044129,,,,
222,99.83740622331308,60.08907116712995,19.97741791033056,-0.0077829183918679,0.0188551983627418,,,,
223,99.86152725806072,60.09872667795837,19.976434351185528,-0.0066344448887,0.0186174467076613,,,,
224,99.855669974909,60.09772378736682,19.977671777852173,-0.0086002842856116,0.0177513612377658,,,,
225,99.84301069951404,60.102553762908514,19.97884489536881,-0.0075120935125433,0.0189280821195279,,,,
226,99.84999993004588,60.09757280036001,19.979255044319817,-0.0078133275622722,0.0177722600217907,,,,
227,99.80537308654228,60.10406874242573,19.977691144507325,-0.0077717877505907,0.0214809755393164,,,,
228,99.8234933539939,60.101222391633,19.98170731789283,-0.006643218810094,0.0196926856651426,,,,
229,99.81439574065122,60.107537461507306,19.983068316988263,-0.006161001459282,0.0171828094649169,,,,
230,99.81260640441748,60.11270935618209,19.986131618504853,-0.0059265470151946,0.0167190924176067,,,,
231,99.80842871888358,60.11585396889966,19.983235057170283,-0.0062656980668028,0.016398613662644,,,,
232,99.81574962114028,60.11548773181237,19.982848604353663,-0.0067001847776097,0.0164793472589703,,,,
233,99.82642059395936,60.117844137838695,19.98444666926424,-0.0070473686599094,0.0176420214798792,,,,
234,99.79607409321248,60.11591067834978,19.986741997961666,-0.007857377758435,0.0189852318570132,,,,
235,99.78366639422303,60.11674735131222,19.98429374452637,-0.0060023939467382,0.021941466542553,,,,
236,99.76955722800412,60.1106787192929,19.981732797547213,-0.0056973060714637,0.0222863719595197,,,,
237,99.78158602979904,60.113491820204736,19.98020302731132,-0.0045340469617122,0.0253720577291536,,,,
238,99.7759947734172,60.11013406931395,19.97989758328565,-0.0048487660981978,0.0270537478381074,,,,
239,99.79469221045612,60.114050136763794,19.979449786772967,-0.0047219351627798,0.0290181075918006,,,,
240,99.80781537371207,60.11551082727031,19.9800546927012,-0.0034987282221797,0.0281947684777752,,,,
241,99.78802114781143,60.1135937515594,19.9831335988749,-0.00423130751641,0.0305618437198644,,,,
242,99.76664203741376,60.11397097195715,19.984248317873096,-0.0045361681928037,0.0291954418671368,,,,
243,99.77545900843089,60.10789722373273,19.986034269145144,-0.0050513671889798,0.0300875208834236,,,,
244,99.7642965803596,60.10734114756284,19.985853866361538,-0.0039909273013821,0.0311652149705311,,,,
245,99.74183468909816,60.09881818962566,19.984008645462264,-0.0047653551559072,0.0331524025094593,,,,
246,99.74546348012028,60.105520439658335,19.98277516644192,-0.0049819547414282,0.0321314730851865,,,,
247,99.71491888984234,60.11285382163471,19.9810593417317,-0.0061618608853303,0.032587720823795,,,,
248,99.7357270149873,60.11776707899392,19.98189681061228,-0.0045662241873545,0.0312505824303994,,,,
249,99.70241595334431,60.121137250831374,19.98135017366604,-0.0038807387650816,0.0349414878382249,,,,
250,99.7240527811751,60.12326196801155,19.980485395609143,-0.0027157824582009,0.0369479518070465,,,,
251,99.74074889609778,60.12500205404887,19.97909436942619,-0.0023805947269833,0.0393797438963224,,,,
252,99.72763010074708,60.1290474183672,19.982375829441303,-0.0016305133383536,0.0405036978139778,,,,
253,99.73205833318242,60.13388105167172,19.9874011591109,-0.0022910190410548,0.0390450191596824,,,,
254,99.7396142449446,60.12820783301649,19.98617627610665,-0.0031993834718331,0.038959835040764,,,,
255,99.69973699017504,60.12423150068101,19.984370105450576,-0.0035648894012061,0.0397068791597711,,,,
256,99.7090419474098,60.12486070711266,19.98525899766256,-0.0038251350660713,0.0393549575967357,,,,
257,99.69393822266132,60.1257744525085,19.984720909718643,-0.005454516676901,0.0392063292656802,,,,
258,99.73875956221671,60.11635700766165,19.98482489700169,-0.0071902895273214,0.0421283167834301,,,,
259,99.77605218721966,60.12283107257134,19.987198672545915,-0.0072978697054801,0.0405280131646148,,,,
260,99.7489052858256,60.12247137683641,19.98863020366081,-0.0067854222838,0.0398533750898604,,,,
261,99.78255606282606,60.114734515741866,19.987295190784888,-0.0057815891125666,0.035836214408252,,,,
262,99.75683291209252,60.11390475558418,19.98825695836197,-0.005116099257297,0.0380305196495103,,,,
263,99.76734653302736,60.10819068542688,19.987605698253372,-0.0055309577373365,0.0394567161269583,,,,
264,99.78125488387845,60.105485685784,19.98491615728396,-0.0052979186921173,0.036235270516702,,,,
265,99.759671170962,60.1063611520081,19.98529911032895,-0.0060159569917635,0.036054924701662,,,,
266,99.7661402038662,60.11678599726414,19.98645898321387,-0.0067088323546046,0.0349273324542171,,,,
267,99.77196003378523,60.1216174632556,19.986404245412125,-0.0067673970260848,0.0375832740567126,,,,
268,99.77230497077925,60.10957903506333,19.99077627135439,-0.0070507524575846,0.0364232913009911,,,,
269,99.77918331937286,60.1101772146272,19.99208512409803,-0.0069001943880048,0.0375482733824904,,,,
270,99.7635289434474,60.09609508260368,19.99266965999573,-0.0078891101276218,0.0341922774733539,,,,
271,99.76634173229635,60.09678658305258,19.99342564259501,-0.0067621937449013,0.033624764699798,,,,
272,99.7339020581489,60.101379237522366,19.99438312780952,-0.007775357802953,0.0372018008087856,,,,
273,99.71743662490807,60.107378156352446,19.99548780391028,-0.0087137057115476,0.0360318423567618,,,,
274,99.72941698201991,60.113620034487184,19.99435539111573,-0.0092812094302552,0.0332820556238848,,,,
275,99.75493882281776,60.11894206887182,19.99415904325248,-0.0104826691361108,0.0327570503778713,,,,
276,99.75467997840116,60.12176598337122,19.991249522430174,-0.0096777654052116,0.0320190472278269,,,,
277,99.7740563845711,60.12505764573396,19.98960008677558,-0.0095902730590495,0.0308649005000166,,,,
278,99.7775930309551,60.120053362008605,19.988847200701656,-0.0099913825151088,0.0270876696012336,,,,
279,99.78652784052022,60.13127895363146,19.98816145528666,-0.0094727155214479,0.0261270757860739,,,,
280,99.73695823604837,60.12537285146399,19.990727045090168,-0.0071879496885183,0.0259742162342343,,,,
281,99.7201817758994,60.13013445296026,19.989225453836244,-0.0068339870633137,0.0258607462868064,,,,
282,99.70464403083784,60.13369324652271,19.98912149772912,-0.0050240302007346,0.027983480249977,,,,
283,99.70617856901464,60.125912770662005,19.98754599204854,-0.0039173859424875,0.0294423267550291,,,,
284,99.68364452065964,60.12621759750764,19.98631175289109,-0.0050202725386293,0.0258690581350282,,,,
285,99.68083443975706,60.12588353474315,19.985670105051355,-0.0062255860697574,0.0262963675692122,,,,
286,99.66934121118254,60.12997924345219,19.986009742210456,-0.0066210072134456,0.0279651777207571,,,,
